Sumi , 4243 18th St , (between Collingwood St & Diamond St) , San Francisco , CA , us , 94114
Poc Chuc , 2886 16th St  , (between Shotwell St & Van Ness Ave) , San Francisco , CA , us , 94103
Ameriprise Financial Services, Inc , 180 Montgomery Street  , 22nd Floor Conference Room  , San Francisco , CA , us , 94104
Reed Smith LLP , 101 Second Street Suite 1800  , 18th Floor , San Francisco , CA , us , 94105
Oakland Marriott , upstairs , Bar & Grill , Oakland , CA , us , 94612
Rearden Commerce World Headquarters , 1051 E Hillsdale Blvd , Sixth Floor , San Mateo , CA , us , 94404
Vibrant Reiki , 399 Arguello , at Clement , San Francisco , CA , us , 94118
Mars Bar & Restaurant , 798 Brannan , @7th , San Francisco , CA , us , 94103
Stage Dor , 10 Liberty Ship Way , (Suite # 340) , Sausalito , CA , us , 94965
St. Gregory of Nyssa Episcopal Church , 500 De Haro Street , @ Mariposa , San Francisco , CA , us , 94107
La Pista , 768 Brannan St , (between 7th & 6th St) , San Francisco , CA , us , 94103
R Bar , 1176 Sutter St , between Larkin & Polk , San Francisco , CA , us , 94109
Creek Connection Action Group , El Camino Real , Meet in Palo Alto at Corner of Alma and El Camino in Dirt Lot, near railroad tracks , Palo Alto , CA , us , 95118
Fatdoor Office , 4400 Bohannon Dr , Suite 100 , Menlo Park , CA , us , 94025
Google / Building 40 , 1600 Amphitheatre Parkway , Kiev Training Room , Mountain View , CA , us , 94043
Google , 1600 Amphitheatre Parkway , University Theatre , Mountain View , CA , us , 94035
Google Main Campus: Badging: Bld 40 Lobby; Dining: Charlie's Cafe, Bld 40; Talks: Paramaribo Conf Room, Bld 42, 2nd Floor , 1600 Amphitheatre Parkway , Badging: Bld 40 Lobby; Dining: Charlie's Cafe, Bld 40; Talks: Paramaribo Conf Room, Bld 42, 2nd Floor , Mountain View , CA , us , 94043
Sanatan Dharma Kendra , 897 Kifer Rd , Sunnyvale, CA , Sunnyvale , CA , us , 94086
San Jose Pranic Healing Center , 1590 Oakland Rd , Suite B114 , San Jose , CA , us , 95131
Warwick San Francisco Hotel , 490 Geary Street , Union Square , San Francisco , CA , us , 94102
Calvary Presbyterian Church , 2515 Fillmore St. , @ Jackson St. , San Francisco  , CA , us , 94115
AMC Bay Street 16 , 5614 Shellmound St , Suite 220 , Emeryville , CA , us , 94608
Noh Space (Theatre Artaud) , 2840 Mariposa St. , (btwn  Florida & Alabama) , San Francisco , CA , us , 94110
St. John's Presbyterian Church , 2727 College Ave , near Derby , Berkeley , CA , us , 94705
Legion Of Honor Museum , 34th Avenue & Clement , Lincoln Park , San Francisco , CA , us , 94121
SoCha Cafe  , 3235 Mission Street  , between Valencia and 29th Street  , San Francisco , CA , us , 94101
Craneway Pavilion , 1414 Harbour Way South , Suite 1010 , Point Richmond , CA , us , 94804
Stanford Shopping Center , 180 El Camino Real , The Clock Tower , Palo Alto , CA , us , 94304
It's Your Move Games & Hobbies , 4920 Telegraph Ave , Temescal District , Oakland , CA , us , 94609
Seoul Garden , 1635 Post St , #270 (2nd floor) , San Francisco , CA , us , 94115
Henry Cho @ Punchline Comedy Club , 444 Battery Club , San Francisco, CA , San Francisco , CA , us , 94111
RoHan Lounge , 3809 Geary Blvd , San Francisco , San Francisco , CA , us , 94118
Eggettes , 2810 Diamond Street , between Chenery and Wilder , San Francisco , CA , us , 94131
Quetzal Cafe , 1234 Polk Street , between Bush and Sutter , San Francisco , CA , us , 94131
Casanova Lounge , 527 Valencia , between 16th and 17th , San Francisco , CA , us , 94110
Bar 821 , 821 Divisadero Street , (between Fulton St & Mcallister St) , San Francisco , CA , us , 94117
Varnish  , 77 Natoma Street , (between 2nd St & James Lick Fwy) , San Francisco , CA , us , 94105
The Spot Lounge , 2325 Taraval St , (between 33rd Ave & 34th Ave)  , San Francisco , CA , us , 94116
Magic Theatre , Fort Mason Center , Building D , San Francisco , CA , us , 94123
Koreatown , 2400-2700 Telegraph  Avenue , (between 24th & 27th Streets) , Oakland , CA , us , 94612
Macy's Cellar (Food Court) , 170 O'Farrell St. , Across from Union Square , San Francisco , CA , us , 94102
Cup and Cake Cafe , 3500 Geary Blvd  ,  (between Jordan Ave & Palm Ave) , San Francisco , CA , us , 94118
Arang , 1506 Fillmore Street , (between Geary Blvd. and O' Farrell St.)  , San Francisco , CA , us , 94115
Korean Village Wooden Charcoal Barbecue House , 4611 Geary Blvd. , Between 10th & 11th on Geary , San Francisco , CA , us , 94118
Oakland-Alameda Coliseum , 7000 Coliseum Way , (next to Oakland Coliseum BART) , Oakland , CA , us , 94621
War Memorial Building , 401 Van Ness Avenue , 2nd Floor , San Francisco , CA , us , 94102
Marin Center , 10 Avenue of the Flags , Marin Veterans' Memorial Auditorium , San Rafael , CA , us , 94903 
Number One Broadway Night Club , 102 B S. Santa Cruz Avenue , (Upstairs) , Los Gatos , CA , us , 95030
Sauce , 131 Gough St , (bet. Oak and Page) , San Francisco , CA , us , 94102
Yoshi's Jazz Club - Oakland , 510 Embarcadero West , Jack London Square , Oakland , CA , us , 94607
Meet in front of Masonic Hall , 2404 14th Ave., San Francisco , Masonic Hall , San Francisco , CA , us , 94110
Golden Gate Park - Fenced Dog Park , 36th Ave & Fulton, San Francisco ,  (see detailed map below) , San Francisco , CA , us , 94110
Samovar Tea Lounge , 730 Howard Street, San Francisco , Yerba Buena Gardens Upper Terrace , San Francisco , CA , us , 94107
CARNAVAL! , Bryant and 22nd Streets , Mission District , San Francisco , CA , us , 94117
Trader Vic's - Emeryville , 9 Anchor Drive , (off Powell St. exit) , Emeryville , CA , us , 94608
Atrium Lounge, Oakland Marriott City Center  , 1001 Broadway , 2nd Floor , Oakland , CA , us , 94607
Thepin Thai  , 298 Gough , (at Fell St.) , San Francisco , CA , us , 94102
Park Chalet  , 1000 Great Highway  , @ Fulton St. , San Francisco , CA , us , 94122
Mark Hopkins - Landmark Skylounge , One Knob Hill , 999 California St. , San Francisco , CA , us , 94108
Slim's , 333 11th St , San Francisco, CA , San Francisco , CA , us , 94118
Limon Peruvian Rotisserie , 1001 South Van Ness Ave. , cross street is 21st , San Francisco , CA , us , 94110 
Quadrus Conference Center , 2400 Sand Hill Road , Menlo Park , CA , CA , us , 94025
Twin Peaks , Christmas Tree Point Road , Twin Peaks Blvd , San Francisco , CA , us , 94131
Stafford Park , Hopkins Ave , corner of King St/Hopkins Ave , Redwood City , CA , us , 94062
Foster City Recreation Center , 650 Shell Blvd. , Lagoon Room , Foster City , CA , us , 94404
Golden Gate Yacht Club , 1 Yacht Road , San Francisco , San Francisco , CA , us , 94102
Kokkari  , 200 Jackson St , (between Battery St & Front St) , San Francisco , CA , us , 94111
Mt. St. Helena , Robert Louis Stevenson State Park , Hwy 29 , Calistoga , CA , us , 94515
Borderlands Cafe ,  870 Valencia Street , Cross Streets: 20th St. and Cunningham Pl. , San Francisco , CA , us , 94110
San Francisco School of Digital Filmmaking , 925 Mission Street , Suite 108 , San Francisco , CA , us , 94132
Neto Cafe , MOUNTAIN VIEW , 135 Castro St. , Palo Alto , CA , us , 94301
Google Campus , 1600 Amphitheatre Parkway , Building 40 , Mountain View , CA , us , 94043
FbFund  , 164 Hamilton Ave , 1st Floor , Palo Alto  , CA , us , 94301
Clyde Woolridge Staging Area , Anthony Chabot Regional Park , Skyline Blvd. and Golf Links Rd. , Oakland , CA , us , 94619
Mango Park (aka Sunnyvale Middle School courts) , 1080 Mango Ave. , (corner of Mary & Remington) , Sunnyvale , CA , us , 94087
Mary Gomez Park , 2600 Rebeiro Ave , one block from San Thomas and Homestead , Santa Clara , CA , us , 95050
The Green Room , War Memorial Veteran's Building , 401 Van Ness , San Francisco , CA , us , 94102
Cupertino Memorial Park , 21250 Stevens Creek Blvd , across from De Anza College  , Cupertino , CA , us , 95014
South First Billiards , 420 South 1st Street , SoFA District , San Jose , CA , us , 95113
Tennis courts , Golden gate Ave , between Webster st and Buchanan St , San Francisco , CA , us , 94115
Starbucks Sunnyvale , 1003 East El Camino Real , cross street: Poplar Ave , Sunnyvale , CA , us , 94086
Bay Area Discovery Museum , Fort Baker  , 557 McReynolds Road  , Sausalito , CA , us , 94965
Club Max , 2050 Gateway Pl , Doubletree Hotel , San Jose , CA , us , 95101
El Rio , 3158 Mission at Precita , San Francisco , San Francisco , CA , us , 94143
Counterpulse , 1310 Mission St. (at 9th) , San Francisco , Pleasanton , CA , us , 94588
San Francisco Public Library , 100 Larkin Street , STONG  ROOM 1st Floor , San Francisco , CA , us , 94102
Game On Sports & Pizza , 1631 Capitol Avenue , (corner of Hofstetter Avenue) , San Jose , CA , us , 95132
Los Gatos Lodge , 50 Los Gatos Saratoga Rd , De Anza Room , Los Gatos , CA , us , 95030
Swiss Louis Italian & Seafood , Pier 39 , #204 , San Francisco , CA , us , 94124
Athena Grill , 1505 Space Park Dr. , Santa Clara, CA , Santa Clara , CA , us , 95054
Roux Louisiana Kitchen , 3055 Olin Ave. , Ste. 1005 , San Jose , CA , us , 95128
Shoreline Park , 3070 N. Shoreline Blvd. , Kite Flying Area , Mountain View , CA , us , 94043
Marrakech Moroccan Restaurant , 419 Ofarrell St , x- st Taylor , San Francisco , CA , us , 94102
Chevy's Fresh-Mex Cantina , 1890 Powell Street , On the Water... , Emeryville , CA , us , 94608
Somar Bar and Lounge , 1727 Telegraph Avenue , (between 17th St & 18th St) , Oakland , CA , us , 94612
Joaquin Miller Park , 3300 Joaquin Miller Rd , at Crane Way , Oakland , CA , us , 94602
Rue Saint Jacques , 1098 Jackson St , x-st Taylor , San Francisco , CA , us , 94133
Ti Couz , 3108 16th St ,  @ Valencia , San Francisco , CA , us , 94103
Journey Dance Academy , 2921 Santa Rosa Ave , Bldg A , Santa Rosa , CA , us , 95407
Tavan Estates dr (off Reliez Valley Rd) , Tavan Estates dr , Off Reliez Valley Rd  , Martinez , CA , us , 94553
Sea Otter Classic , 215 W Franklin St , Suite 214 , Monterey , CA , us , 93940
Mike's Bikes , #1 Gate 6 Rd. ,   , Sausalito , CA , us , 94965
Golden Gate Park ( Lindley Meadow) , 1000 John F Kennedy Drive at 30th Ave , San Francisco , CA , CA , us , 94122
Mill Valley Community Center , 180 Camino Alto , Manzanita Room , Mill Valley , CA , us , 94941
Music Tunnel KTV , 3288 Pierce Street , Suite A-128 , Richmond , CA , us , 94804
Mandarin Oriental Hotel , 222 Sansome St , (between California St & Pine St)  , San Francisco , CA , us , 94104
Supperclub , 657 Harrison St , between 3rd St & Hawthorne St , San Francisco , CA , us , 94107
Strike , Cupertino Rd , Wole Rd. btw. Stevens Creek Blfd & I-280 , Cupertino , CA , us , 95014
The Dark Room , 2263 Mission , between 18th and 19th , San Francisco , CA , us , 94110
San Jose Entrepreneur Center , 84 W Santa Clara Street , 1st Floor , San Jose , CA , us , 95113
Duboce Park Cafe , 2 Sanchez St , @ Duboce St. catty-corner to Duboce Park , San Francisco , CA , us , 94117
Ferry Building Plaza , Embarcadero , Tables outside of Peet's Coffee , San Francisco , CA , us , 94117
Dublin Library , 200 Civic Plaza , Large Conference Room , Dublin , CA , us , 94568
Rose Garden center , 760 Camino Ramon , #200 , Danville , CA , us , 94526
Back In Power , 2330 San Ramon Valley Blvd , (inside Bodylines Day Spa) , San Ramon , CA , us , 94583
Googleplex (Bldg. 43) , 1600 Amphitheatre Parkway , Tunis Conference Room , Mountain View , CA , us , 94043
Cogswell Polytechnical College , 1175 Bordeaux Dr , In the "Dragon's Den" , Sunnyvale , CA , us , 94089
Mills College , 5000 MacArthur Blvd , Carnegie Hall, 2nd Floor , Oakland , CA , us , 94613
Juniper networks , 1194 N Mathilda Ave , Bldg 3, first floor , Sunnyvale , CA , us , 94089
Googleplex , Google West Campus 5 , 2375 Garcia Drive , Mountain View , CA , us , 94043
World Affaris Council , 312 Sutter Street , 2nd Floor Autitorium , San Francisco , CA , us , 94108
Sophia Healing Center , 776 Haight Street in San Francisco , (between Pierce and Scott Streets) , San Francisco , CA , us , 94117
Herbst Theatre , 401 Van Ness Avenue , (Civic Center/Hayes Valley) , San Francisco , CA , us , 94102
Frank H Ogawa Plaza  , 14th & Broadway, , in front of Oakland City Hall , Oakland , CA , us , 94602
The Green Arcade , 1680 Market Street , @ Gough , San Francisco , CA , us , 94102
Avalon at Mission Bay North , 255 King S , 19th floor lounge , San Francisco , CA , us , 94107
Mission Bay Conference Center , 1675 Owens St , William J. Rutter Center - UCSF , San Francisco , CA , us , 94158
Stanford Univ., Annenberg Auditorium , 435 Lasuen Mall , Cummings Art Building , Palo Alto , CA , us , 94305
CineArts at Palo Alto Square , 3000 El Camino Real # 6 , @ PAge Mill , Palo Alto , CA , us , 94306
Embarcadero Plaza/Justin Herman Plaza/Ferry Park , Embarcadero 4 , 100 Drumm Street , San Francisco , CA , us , 94133
KWSV , 2110 S. Bascom Ave , Suite 101 , Campbell , CA , us , 95008
The Holding Company Bar and Grill , Embarcadero Center 2,  , Level P (opposite Chevy's Bar) , San Francisco , CA , us , 94111
Grand Hyatt Regency , 345 Stockton Street , San Francisco , San Francisco , CA , us , 94123
Moksha Life Center , 405 Sansome st  , 3rd floor , San Francisco , CA , us , 94111
Sawyer Camp Trail , Skyline Blvd & Crystal Spring Rd , San Mateo , San Mateo , CA , us , 94401
SAP Labs North America , 3410 Hillview Avenue , Bldg. D, Southern Cross Room or Cafeteria , Palo Alto , CA , us , 94304
Zambaleta , 2929 19th St. (2nd Floor)  , at Florida tween Bryant and Harrision , San Francisco , CA , us , 94110
Union Square , Geary & Powell , at tables near Tix Ticket booth , San Francisco , CA , us , 94102
Coyote Hills Regional Park, Visitor Ctr. , 8000 Patterson Ranch Road , Fremont, CA , Newark , CA , us , 94560
Lake Elizabeth, By the boat dock , 40000 Paseo Padre Pkwy. , Fremont, CA , Fremont , CA , us , 94538
Coyote Hills Regional Park, Park outside of entrance , 8000 Patterson Ranch Road , Fremont, CA , Newark , CA , us , 94560
Color Me Mine  , 2205 South Shore Center , In the Alameda Towne Centre , Alameda , CA , us , 94502
The Oyster Reef Seafood Restaurant and Bar , 1000 Embarcadero   , Behind the Homewood Suites Hotel , Oakland , CA , us , 94606
Lou's Pier 47 , 300 Jefferson Street , in Fisherman's Wharf , San Francisco , CA , us , 94133
24hr Fitness Club , 359 Sun Valley Mall , SunValley Mall , Concord , CA , us , 94520
Alameda Fire Station #1 , 2401 Encinal Ave , corner of Park Street & Encinal , Alameda , CA , us , 94501
ERA Art Bar & Lounge , 19 Grand Ave. , at Broadway Ave. , Oakland , CA , us , 94612
San Jose Jazz Festival , Downtown San Jose , Market St - Park Avenue , San Jose  , CA , us , 95101
Redwood Park - 11500 Skyline Boulevard staging area , 11500 Skyline Boulevard , 11500 Skyline Boulevard staging area , Oakland , CA , us , 94619
Rocksprings Parking Lot Mt. Tam , Ridgecrest Blvd , Mt. Tam State Park , Stinson Beach , CA , us , 94970
Sky Trail Head , Limantour Road , Pt. Reyes National Seashore , Point Reyes Station , CA , us , 94956
Gray Whale Cove State Beach to Montara Mountain (McNee Ranch State Park) , Gray Whale Cove State Beach , Highway 1 , Montara , CA , us , 94037
Muddy's Coffeehouse , 1304 Valencia near 24th Street , (1 block from BART and Mission Street).  On or near the 12, 26, 48, 49, and 67 Muni lines.  Parking within 3 blocks. , San Francisco , CA , us , 94110
Cowell Theater , Fort Mason Center , San Francisco , San Francisco , CA , us , 94123
Old Jerusalem , 2976 Mission St  , between 25th St & 26th St , San Francisco , CA , us , 94110
Barbara's place , Francisco St  , (between Grant and McGee) , Berkeley , CA , us , 94701
CISCO Telepresence Suites , 3979 Freedom Circle , #135 , Santa Clara , CA , us , 95054
San Francisco Design Center , Showplace Galleria~4th Floor , 101 Henry Adams St. , San Francisco , CA , us , 94103
Linden Street Brewery , 95 Linden Street , Oakland, CA , San Francisco , CA , us , 94109
Osher Marin Jewish Community Center , 200 N. San Pedro , San Rafael Governmental Center turnoff , San Rafael , CA , us , 94903
Crockett Hills Regional Park , Crockett Ranch Staging Area , Crockett Bvd. South of Pamona St. , Crockett , CA , us , 94525
Schlesinger Associates , 150 California St. , Suite 800 , San Francisco , CA , us , 94111
Barbara's place. , 1427 Floribunda Ave. , #107, Burlingame,Ca , Burlingame , CA , us , 94010
Angelica's Bistro , 863 Main Street , Redwood City , Redwood City , CA , us , 94063 
Windy Hill Open Space Perserve , http://www.google.com/lochp?hl=en&tab=wl&q=37.361327778,%20-122.246666667%20(Windy%20Hill%20Skyline%20Boulevard%20-%20upper) , Spring Ridge Parking Area , San Mateo , CA , us , 94403
Milano Pizzeria , 1330 9th Ave , (between Irving St & Judah St) , San Francisco , CA , us , 94122
San Francisco Main Public Library , 100 Larkin Street (enter on Grove @Market/Hyde) , First floor community meeting room , San Francisco , CA , us , 94102
Conference Room , 170 Hawthorne Street , (between Folsom & Harrison and Second and Third streets) , San Francisco , CA , us , 94107
Union Square Sports Bar , 115 Mason St , between Eddy St. and Ellis St. , San Francisco , CA , us , 94102
Clift San Francisco , 495 Geary St , Corner Taylor Street , San Francisco , CA , us , 94102
Boilerhouse Restaurant , Craneway Pavilion , 1414 Harbor Way South , Richmond , CA , us , 94804
Quinns Lighthouse , 1951 Embarcadero East , Embarcadero Cove Marina , Oakland , CA , us , 94606
Centre Concord , 5298 Clayton Road , at Ygnacio Valley Rd.  , Concord , CA , us , 94521
Starbucks City Center , 22288 Foothill Blvd , Hayward, CA , Hayward , CA , us , 94541
Memorial Dog Park , Bollinger Canyon Rd/San Ramon Valley Blvd , Go west up the hill one light and make a left turn into the parking lot.  It is across Bollinger Canyon from the school. , San Ramon , CA , us , 94583
Lefty COCKROACHES O'douls , 333 Geary St. , don't go here , San Francisco , CA , us , 94102
Annie's Social Club , 917 Folsom Street , Cross Street: 5th Street , San Francisco , CA , us , 94107
Elbo Room , 647 Valencia Street , cross street: 17th (Mission District) , San Francisco , CA , us , 94110
Golden Gate Park , John F Kennedy Drive , Speedway Meadow , San Francisco , CA , us , 94101
Pacific Business Center Cupertino , 19925 Stevens Creek Blvd , Board Room , Cupertino , CA , us , 95014
IBM Innovation Center , 1001 E. Hillsdale Blvd. , West Tower, Fourth Floor Suites , Foster City , CA , us , 94404
Women's Community Center , First Floor, Old Fire Truck House , 433 Santa Teresa Street , Stanford , CA , us , 94305
Jewish Vocational Services , 225 Bush St , Ste 400 , San Francisco , CA , us , 94104
Get a Love Life at the Bayshore Bridge Club , 1300 Old Bayshore Blvd. , Suite 168 , Burlingame , CA , us , 94010
Tilden Regional Park , Steam Trains Upper Parking Area , Grizzly Peak Blvd. , Berkeley , CA , us , 94702
Point Reyes National Seashore , Muddy Hollow Trailhead , Limantour Road , Olema , CA , us , 94950
BRIONES RESERVOIR , OVERLOOK STAGING AREA , Bear Creek Road , Orinda , CA , us , 94563
Ralston Parking/Meeting , Tamarack Pines Rd. , Just Past 45 mile camp , Twin Bridges  , CA , us , 95735
Lassen Volcanic NP, SW Campground , Southwest Campground , Lassen Park Rd. , Mineral , CA , us , 96063
Pinecrest Campground , Pinecrest Campground , Pinecrest Lake Rd. , Pinecrest , CA , us , 95364
North Lake TH, Inyo NF , North Lake Campground , North Lake Road , Bishop , CA , us , 93514
Barcroft trailhead , Barcroft Field Station , White Mountain Peak , Bishop , CA , us , 93514
Round Table Pizza , Laurelwood Shopping Center , Highway 92 & 1304 W. Hillsdale Blvd. , San Mateo , CA , us , 94403
Reiki Circle Community Space , College Ave and Alcatraz ave , #4 , Berkeley , CA , us , 94705
reMake lounge , 50 Post St Suite 9 , Crocker Galleria (near Sutter St) , San Francisco  , CA , us , 94104
EJ Phair , 2151 Salvio Street , Suite L , Concord , CA , us , 94520
Whole Foods BISTRO , 450 Rhode Island St.  , (below the grocery store) , San Francisco , CA , us , 94107
Fort Mason , Marina Blvd and Buchanan St , Building C, Room 370 , San Francisco , CA , us , 94123
Kezar Stadium, Golden Gate Park,  , 800 Stanyan , Stanyan and Frederick St. , San Francisco , CA , us , 94117
Active Lifestyle Expo (Surf City USA) , 21100 Pacific Coast Highway , Beach lot across the street , Huntington Beach , CA , us , 92648
Pizza Antica  , 334 Santana Row ,  Suite 1065 , San Jose , CA , us , 95128
The Relay Start   , 1856 Lincoln Ave , Behind Rainbow Agricultural Services , Calistoga , CA , us , 94515
Almaden Quicksilver County Park - McAbee / Mockingbird Hill Lane , 18839 Mockingbird Hill Ln ,   , San Jose , CA , us , 95120
Del Monte Beach , Corner of Del Monte and Figueroa , On the beach by the Commercial Wharf #2 , Monterey , CA , us , 93940
Big Sur Village , 1K South of Pfieffer State Park  , at State Park Maintenance Area , Carmel , CA , us , 93922
Vida Y Vino Wine Bar , 43808 Christy St. , at Pacific Commons Shopping Center , Fremont , CA , us , 94538
Banyan Tree Restaurant , 1771 Decoto Rd  , Union City , Union City , CA , us , 94587
Park N Ride , 680/Mission Blvd , Across the street from Mcdonalds , Fremont , CA , us , 94538
La Pinata Restaurant , 39136 Paseo Padre Pkwy , Fremont, CA , Fremont , CA , us , 94538
Miso Japanese Restaurant , 3810 Mowry Ave , Between Lexington St & Fremont Blvd , Fremont , CA , us , 94538
Mountain Mike's Pizza , 3952 Washington Blvd. , Cross St: Fremont Blvd , Fremont , CA , us , 94538
Sweet Tomatoes , Paseo Padre Pkwy , 39370 , Fremont , CA , us , 94536
Southern Heritage BBQ , 40645 Fremont Blvd  , Suite 23 , Fremont , CA , us , 94538
Bob's Hoagy Steaks , 37404 Fremont Blvd , Between Central and Peralta , Fremont , CA , us , 94536
Full House Chinese Restaurant , 39933 Mission Blvd , In the Lucky's shopping center next to Las Palmas Ave , Fremont , CA , us , 94538
Togo's , 40714 Grimmer Blvd , Between Bay St & Davis St (Next to Mcdonalds) , Ca , CA , us , 94539
Pho Appetit , 6096 Stevenson Blvd , (between Albrae St & Balentine Dr) , Fremont , CA , us , 94538
Osha Thai Restaurant on 2nd Street , 149 2nd Street  , between Howard and Mission , San Francisco  , CA , us , 94105
Microsoft - San Francisco , 835 Market Street , 7th floor / Golden Gate room , San Francisco , CA , us , 94103
SUPINFO International University , 2738 Hyde St , Suite 100 , San Francisco , CA , us , 94109
Dragon Bar , 473 Broadway Street  , Between Kearny and Montgomery , San Francisco , CA , us , 94133
Penelope , 555 12th St , Ste 120 , Oakland , CA , us , 94607
Alameda Wine Co. , 2315 Central Ave , (between Oak St & Park St) , Alameda , CA , us , 94501
Missouri Lounge , 2600 San Pablo Avenue , at Parker Street , Berkeley , CA , us , 94702
Huckleberry Botanic Preserve , Skyline Blvd. , 1/2 mile south of Sibley , Oakland , CA , us , 94601
Redwood Park/Redwood Gate, Oakland, CA , Redwood Road  , 2 miles northeast of Skyline Blvd. , Oakland , CA , us , 94619
Lake Merced , Sunset Blvd & Lake Merced Blvd , Large Parking Lot Area w/bathroom , San Francisco , CA , us , 94132
Tilden Steam Trains , Grizzly Peak Blvd   , Lomas Contadas Blvd , Berkeley , CA , us , 94701
AMF Moonlite Lanes , 2780 El Camino Real , (at Kiely; behind Office Max) , Santa Clara , CA , us , 95051
Sonoma Chicken Coop , 90 Skyport Dr , at Technology off First St , San Jose , CA , us , 95110
Wharf House Restaurant , 1400 Wharf Road , at the end of Capitola Wharf , Capitola , CA , us , 95010
Chardonnay Sailing , 790 Mariner Park Way , Santa Cruz Harbor, Dock FF , Santa Cruz , CA , us , 95062
Mexicali Grill , Mercado , 3149 Mission College Blvd , Santa Clara , CA , us , 95051
SAP Building 2 , 3412 Hillview Ave , Baltic and Caribean Room , Palo Alto , CA , us , 94304
Oakridge Cinema , Blossom Hill & Santa Teresa , Oakridge Shopping Center , San Jose , CA , us , 95101
Pear Avenue Theater , 1220 Pear Ave  , Suite K , Mountain View , CA , us , 94043
BATS Improv - Bayfront Theater , Fort Mason Center , Building B, Suite 350 , San Francisco , CA , us , 94118
Lam Toro , 2432 Telegraph ave , at 25th st , Oakland , CA , us , 94612
Ferry Plaza Wine Merchant & Wine Bar , One Ferry Building  , Shop 23 , San Francisco , CA , us , 94111
Rossi Playground and Field , Anza St , cross ST:  Arguello , San Francisco , CA , us , 94102
WSGR - Campus , 650 Page Mill Rd Palo Alto , Courtyard 1-A , Palo Alto , CA , us , 94301
CineArts at Palo Alto Square , El Camino Real , @ PAge Mill , Palo Alto , CA , us , 94301
Cubberley Community Center , Room H1 , 4000 Middlefield Road , Palo Alto , CA , us , 93023
Whole Foods - Los Altos , 4800 El Camino Real , (near San Antonio Shopping Center) , Los Altos , CA , us , 94022
First Unitarian Universalist Society  , 1187 Franklin , Macondray Hall , San Francisco , CA , us , 94109
Loreal Norcraft's Home , 4 Majestic Court , San Ramon , San Ramon , CA , us , 94583
Tracy's House , 3231 Montevideo Drive , San Ramon , San Ramon , CA , us , 94583
Ardenwood Historic Farm , 34600 Ardenwood , Fremont side of Dumbarton Bridge , Fremont , CA , us , 94555
Crissy Field/Warming Hut Bookstore/Cafe , 983 Marine Drive at Long Ave. , Presidio Building 983 , San Francisco , CA , us , 94129
Los Vaqueros Reservoir , 100 Walnut Blvd , Interpretive Center/Kellogg Creek , Brentwood , CA , us , 94513
Los Vaqueros , 9990 Los Vaqueros Rd , Marina, Boat Rentals, Trails , Byron , CA , us , 94514
Moffett Field Airfield , Moffett Blvd , Main Gate Entrance , Mountain View , CA , us , 94035
Santa Clara Franklin Square , Jackson Street , Between Homestead Rd & Benton , Santa Clara , CA , us , 95050
Old "Sunnyvale Chevrolet" Dealership , 660 W. El Camino Real  , near City Hall , Sunnyvale , CA , us , 94085
Campbell Perk Ponds , 1250 Dell Ave , Los Gatos Creek Park , Campbell , CA , us , 95008
Camera 7 Pruneyard , 1875 S. Bascom Avenue  , Campbell, CA 95008 , Palo Alto , CA , us , 94301
Elena and Anechka's , 3519 S Bascom Ave Apt. 4 , Apatment Complex "Sedona Lane" , Campbell , CA , us , 95008
Everett Alvarez Jr. Park , 2280 Rosita Drive , at Los Padres , Santa Clara , CA , us , 95050
The Counter , 3055 Olin Ave , Suite 1035 , San Jose , CA , us , 95128
Sneha  , 1214 Apollo Way , Suite # 404B , Sunnyvale , CA , us , 94085
Theatre on San Pedro Square , 29 San Pedro Street , Suite 200 , San Jose , CA , us , 95113
Heffernan Insurance , 1350 Carlback Ave. , 2nd Floor Conference Room (turn to the right inside the main doors of the 2nd Floor (Signs will be posted) , Walnut Creek , CA , us , 94596
Ramada Inn , 324 E. Shaw Ave.  , at Hwy 41   , Fresno , CA , us , 93650
Mercado shopping center , 3113 Mission College Blvd. , visible from Hwy. 101 , Santa Clara , CA , us , 95054
No Meeting This Month , South Beach Cafe, 800 The Embarcadero , New  , San Francisco , CA , us , 94108
keynote Building , 777 Mariner Island Blvd , Suite 125 , San Mateo , CA , us , 94404
Marlin Cove Clubhouse , 1060 Foster City Blvd , Foster City, CA  , San Mateo , CA , us , 94404
Silicon Valley Community Foundation , 1300 S El Camino Real , Suite 100 , San Mateo , CA , us , 94402
PayPal Town Hall , Town Hall Building (#12) , 2211 North 1st Street , San Jose , CA , us , 95112
LinkedIn , 2025 Stierlin Ct , Unite Room (2nd Floor) , Mountain View , CA , us , 94043
SlideShare, Inc. , 739 Bryant St (between 5th and 6th) , 1st Floor , San Francisco , CA , us , 94107
Mezes, A Taste of Greece , 2373 Chestnut Street , Cross Street:Divisadero , San Francisco , CA , us , 94123
Blue Nile Restaurant , 2525 Telegraph Ave , Berkeley , Berkeley , CA , us , 94704
Town Hall , 1731 San Pablo Ave , (btwn 17th & 18th Streets) , Oakland , CA , us , 94612
CyberSpace , Free Conference Call , 218-339-4300 Participant code: 715975# , Cupertino , CA , us , 95014
Networking Lounge , 1934 Contra Costa Blvd , Upstairs Next to Starbucks in Safeway Plaza , Pleasant Hill , CA , us , 94523
Delancey Street Restaurant , 600 Embarcadero St @ Brannan , Private Meeting Room , San Francisco , CA , us , 94107
