,word1,word2,label
1905,a,xoReNa,T
1906,XanuH,Kadgam,D
1907,ciwra,afgaH,B
1908,kAjI,kqwena,T
1909,evam,viXeRu,B
1910,maXya,rAwraH,T
1911,warjjanI,AxO,B
1912,Uha,apoham,D
1913,sa,avaXAnAm,T
1914,ugravAxi,yuvakAnAm,T
1915,nIla,veRE,T
1916,vana,vihAreNa,T
1917,anya,manaskaH,B
1918,sa,hqxayA,B
1919,sa,lomaSaH,B
1920,karma,SIlaH,B
1921,BAva,AveSena,T
1922,sa,yawnaH,B
1923,jagawI,carEH,T
1924,manxa,vegA,B
1925,muKa,pqRTe,T
1926,sa,pawwanAm,B
1927,kRINa,praBA,B
1928,mahaw,siMha,B
1929,jana,wAnwrikaH,T
1930,bahu,nihnavaH,B
1931,yuga,viparyayam,T
1932,pApa,ASayaH,B
1933,guru,varyasya,T
1934,kapi,SIrRakaH,B
1935,XAnya,vipaNyAm,T
1936,prawApa,praNawAH,T
1937,vAsuki,praBqwayaH,B
1938,niH,ASIH,B
1939,apa,KyAwim,B
1940,agni,locana,B
1941,sa,avaXAnaM,B
1942,sa,vanOkasaH,B
1943,nir,kRawriyA,B
1944,hiwa,ahiwam,D
1945,viPala,SramaH,T
1946,saMni,viRtA,T
1947,hqwa,jala,B
1948,Sawru,gaveRaNAyAm,T
1949,mAsa,parivqwwaH,T
1950,parimiwa,AhAraH,B
1951,na,AsakwiH,T
1952,prApwa,anujFa,B
1953,sa,lajjA,B
1954,gawa,asuRu,B
1955,na,kiFcanAyAH,B
1956,a,vExikaH,B
1957,pAxa,AxiBiH,B
1958,kaniRTa,AxIni,B
1959,pASa,banXanEH,T
1960,a,karuNena,B
1961,AxarSa,SikRikA,T
1962,iXma,vraScanam,D
1963,yaWA,yaWam,A
1964,xivya,aswrEH,T
1965,guru,kula,T
1966,gANdIva,XanvanA,B
1967,mahA,uragEH,T
1968,na,arWena,T
1969,balavaw,vigrahaH,T
1970,guru,rUpeNa,T
1971,A,krIdya,T
1972,na,gaNyA,T
1973,iRta,viBAgAni,B
1974,kaMsa,arWam,T
1975,araNya,mArgeNa,T
1976,pari,rabXum,T
1977,pUrva,aparaM,D
1978,bAlya,prayukwam,T
1979,prajA,kAmAH,B
1980,na,spqhA,T
1981,viraha,AwuraH,T
1982,aXika,aMSaH,T
1983,xuH,AwmanAm,T
1984,kOwuka,uwkaNTAm,T
1985,hewu,saMjFakAH,B
1986,jala,prapAwam,T
1987,inxriya,vijayaM,T
1988,vihawa,ASaH,B
1989,sva,cakRuRA,T
1990,uw,sqjya,T
1991,xur,ukwaM,T
1992,nara,aXipa,T
1993,xawwa,avaXAnA,B
1994,gawa,mawsaram,B
1995,sarva,vixiwam,T
1996,svAXIna,parijanaH,B
1997,vi,rUpam,T
1998,mahaw,uwsavasya,T
1999,sva,puwryAH,T
2000,kiSora,vayAH,B
2001,A,paxam,A
2002,kqwaGnawA,AropaH,T
2003,BrAnwa,ciwwA,B
2004,vIcI,mAlaH,B
2005,sa,arjunAHn,B
2006,prawyURa,kAlaH,T
2007,puswaka,kItAyiwaH,T
2008,wEMgapa,nAmnI,B
2009,samApwa,vacane,B
2010,sa,anukroSasya,B
2011,viSvaxawwa,nAmakasya,B
2012,xqRta,xoRaH,B
2013,kqwa,kaxanam,B
2014,xvi,jAwiwvaM,B
2015,nAnA,viXEH,B
2016,ASraya,AxInAM,B
2017,kapi,SIrRakAH,B
2018,XUmra,varcase,B
2019,a,buxXiH,B
2020,ukwa,vacanAM,B
2021,a,cewanam,T
2022,wawrawya,karmacAriBiH,T
2023,jIrNa,SIrNAm,D
2024,waw,parAH,T
2025,varXiwa,cinwaH,B
2026,a,surEH,T
2027,BAgya,SAlinI,B
2028,sama,cewasO,B
2029,su,vispaRtAM,T
2030,jvalana,xyuwim,B
2031,jAwa,roRasya,B
2032,baxXa,mUlaH,B
2033,saMwApa,saMyukwam,T
2034,na,parigaNayan,T
2035,sruwa,manwrasya,B
2036,viBava,manxaH,T
2037,yaw,mAwraH,B
2038,kAla,Bojanam,T
2039,Sawa,xvAram,B
2040,cira,viyukwasya,T
2041,rawna,Axikam,B
2042,BUwa,vExyaH,T
2043,vivAha,AKyaH,B
2044,vigawa,klamam,B
2045,afga,grahaH,T
2046,sa,nAWIkarwum,B
2047,agni,praveSam,T
2048,pra,aXyApakasya,T
2049,viwwa,viRaye,T
2050,na,vahan,T
2051,ahas,rAwram,D
2052,newra,maswakam,D
2053,SiKara,katyAm,D
2054,vi,mAniwaH,T
2055,cawur,afgAM,B
2056,BU,KaNde,T
2057,na,samIkRya,T
2058,sa,AwmAnam,B
2059,na,paraM,T
2060,sUkara,saMniBam,T
2061,jAwa,wqRNA,B
2062,guru,puwrAn,T
2063,yaWA,Sakyam,A
2064,na,prApyayo,T
2065,mqga,inxreNa,T
2066,SiRya,maNdalIm,T
2067,na,kqwvA,T
2068,Bagna,asWiH,B
2069,rAja,qRaBe,T
2070,mlAna,praBAyAm,T
2071,hqRta,mAnasaH,B
2072,cawur,guNA,B
2073,svalpa,balaH,B
2074,a,prajFAnaM,T
2075,niyuwa,yojanaH,B
2076,gawa,AsUn,B
2077,lawA,gqhANi,T
2078,nir,AmiRAH,B
2079,viSiRta,puruRANAm,T
2080,vi,sPotakA,T
2081,na,jAnawA,T
2082,viSIrNa,puRpaM,B
2083,leKana,AxiRu,B
2084,saw,vqwwAH,B
2085,mUla,Palam,T
2086,parA,vqwwaH,T
2087,koNa,koRTake,T
2088,aMSa,kAmAH,B
2089,jada,mawI,B
2090,sa,suvarcikA,B
2091,Baya,xruwa,T
2092,sa,XanAH,B
2093,ujjvala,BaviRya,T
2094,guru,caraNAH,T
2095,smiwa,AnanaH,B
2096,parama,suKinam,T
2097,uxAra,cariwaH,T
2098,vIwa,rAgAH,B
2099,a,prawipAxakaH,T
2100,na,priyA,T
2101,jvalana,AkAreRu,B
2102,xur,AXarRaH,T
2103,anu,rakwA,T
2104,cinwA,miSriwena,T
2105,vAyu,BakRaH,B
2106,sWira,amBasAm,B
2107,yaWA,muKyaM,A
2108,haswa,upagawAm,T
2109,nimIliwA,AkArA,B
2110,na,varNanIyA,T
2111,aBi,saMXAya,T
2112,niwya,uxyukwena,T
2113,yaWA,nirxiRtim,A
2114,a,kulInaH,B
2115,sa,aBivAxanaM,B
2116,na,sahamAna,T
2117,prawi,akRam,A
2118,gomaya,mqwwikAm,D
2119,xur,laBAni,B
2120,BAva,gamBIraM,T
2121,UrXva,srowasAm,B
2122,rasAla,AxyAH,B
2123,afgArika,upamaH,T
2124,na,xqSyaH,T
2125,a,yajFeRu,B
2126,mAXvIka,ariRtam,D
2127,sa,xarpaH,B
2128,pakva,kaRAyAKyaM,T
2129,kqwa,prajFA,B
2130,kRINa,kAye,B
2131,nAma,Axyam,B
2132,puNdarIka,akRaM,B
2133,bahumawa,arWaM,B
2134,sa,hqxayAH,B
2135,smiwa,pUrvA,B
2136,prawi,aham,A
2137,xagXa,xehAH,B
2138,saha,mArIcaH,B
2139,Sakra,purogamAH,B
2140,paxma,Alaye,B
2141,upa,XAryawAm,A
2142,malla,afgaNam,T
2143,sa,sEnyaH,B
2144,paxa,kAleRu,T
2145,kUrmma,rUpaH,B
2146,nara,uwwama,T
2147,a,parisaMKyeyawvAw,T
2148,waxa,arWam,T
2149,sa,vegam,B
2150,a,viSiRtaM,T
2151,apa,gawaH,T
2152,anwaH,kRurAH,B
2153,nir,bala,B
2154,vana,xEwyaH,T
2155,paFca,Ayawanam,T
2156,awi,AvaSyake,T
2157,sa,gAfgeyaH,B
2158,maXumeha,AKyasya,B
2159,xurga,aByanwaram,B
2160,xvE,viXyaM,B
2161,mahaw,balaH,B
2162,nir,uwwaraH,B
2163,nir,banXa,B
2164,karataka,AxayaH,B
2165,viSAla,akRaH,B
2166,nis,kRawrAm,B
2167,apAfga,vikRepEH,T
2168,manwra,wanwram,D
2169,koNa,xik,D
2170,inxra,vikramAw,B
2171,alpa,kaPA,B
2172,UrXva,rewasam,B
2173,SuRka,nEyAyikena,T
2174,manxa,BAgyena,B
2175,labXa,prawiRTaH,B
2176,bahu,vicAraM,T
2177,na,AyAsena,T
2178,xvAxaSan,akRaram,B
2179,ESvarya,yukwam,T
2180,bahu,SAKA,B
2181,xaSa,Sirasam,B
2182,RodaSa,kalaM,B
2183,mahA,ojasam,B
2184,paryafka,Axikam,B
2185,Svewa,kukkutaH,T
2186,xvi,newraH,B
2187,an,uciwe,T
2188,guru,janEH,T
2189,yaWA,saMBavam,A
2190,vi,vAxa,T
2191,a,ciram,T
2192,sam,wuRtaH,T
2193,prawyakRa,pUrvaM,B
2194,a,xAraH,B
2195,SAkuna,mAMsena,T
2196,mahaw,balaH_Bs,B
2197,nis,safkocam,B
2198,bAla,BAvam,T
2199,Awma,samo,T
2200,xur,sahaM,T
2201,wIvra,vexanaH,B
2202,sa,ISvaraM,B
2203,ugra,parAkramaH,B
2204,aByavahAra,arWAw,B
2205,sOnxarya,awiSaya,T
2206,a,cyuwaH,B
2207,hIraka,BAram,T
2208,mahaw,SivaH,T
2209,puNya,kIrwiH,B
2210,SikRA,viBAge,T
2211,viBAga,aXyakRasya,T
2212,harRa,annAxo,T
2213,paFca,vargaH,T
2214,rasa,anuBavam,T
2215,a,cyuwAyan,B
2216,nir,Bayam,B
2217,xakRiNa,afguRTawaH,T
2218,xuH,anvayAni,T
2219,pavana,AxayaH,B
2220,na,svasWam,T
2221,uxxoha,viXinA,T
2222,sa,kOwukam,B
2223,saroja,locanA,B
2224,mArga,jAwA,T
2225,uwpanna,haswaH,B
2226,su,samqxXaH,T
2227,Ananxa,pulakiwAH,T
2228,SeRAxri,SiKare,T
2229,Bagna,vrawe,B
2230,kqwa,arWEH,B
2231,xaSasahasra,rUpyakANAm,T
2232,pavanan,saMyukwaH,T
2233,BUwa,sWaH,T
2234,vakwu,kAmam,B
2235,BAgya,SAlinaM,B
2236,sa,roRaH,B
2237,pra,grahaM,T
2238,nir,malam,B
2239,su,lalAtaH,B
2240,na,Awmasu,T
2241,praxawwa,avaXAna,B
2242,pravqwwa,cakrasya,B
2243,kAla,vaSam,T
2244,mahA,BAgaM,B
2245,yajFa,viXiH,T
2246,samupajAwa,kopaH,B
2247,nir,mAMsam,B
2248,a,sajyamAnaH,T
2249,yajFa,karma,T
2250,nava,viXaH,B
2251,go,pucCam,T
2252,yajFa,saMsixXAw,T
2253,upArjana,rawiH,B
2254,maMwra,mugXA,T
2255,BUwa,saMjFakaH,B
2256,asmaw,AxiBiH,B
2257,yoxXu,kAmaH,B
2258,mahA,XanAn,B
2259,na,upalakRiwa,T
2260,nir,guNaH,B
2261,yoxXu,kAmAn,B
2262,alpa,mexasaH,B
2263,sAXu,sanwaH,T
2264,vinaRta,SokAH,B
2265,hqw,AxikAH,B
2266,xIrGa,sUwrasya,B
2267,prawi,lomawaH,T
2268,sax,guNE,T
2269,sa,pawnyA,B
2270,prAcIna,agrAH,B
2271,sawya,AkArAH,B
2272,niwya,praSAnwe,T
2273,kqwa,karmANaM,B
2274,prApwa,samAcAraH,B
2275,anwaH,AwmanA,B
2276,eka,ekasya,T
2277,cAru,locanam,B
2278,vahni,sAw,T
2279,puRpa,mAlABiH,T
2280,paWin,AvAsasya,T
2281,su,xurXarRaM,T
2282,kqwa,kalyANaM,B
2283,an,upakaraNam,B
2284,Binna,vqwwAH,B
2285,sarva,sWiwyE,T
2286,sva,cawuSSawam,T
2287,prawi,rAwrim,A
2288,nasya,karmaBiH,T
2289,anu,XyAyanwI,T
2290,niwya,vrawI,B
2291,sva,piwAmahasya,T
2292,su,manasaH,B
2293,sWira,xqRtI,B
2294,amla,saMyuwEH,T
2295,apUrva,cArakaH,B
2296,niraya,saMjFiwAH,B
2297,Asava,yonayaH,T
2298,rAjan,parivArasya,T
2299,baxXa,rawi,B
2300,Xarma,mUlAH,B
2301,sa,rakwe,B
2302,brahma,xviRaH,T
2303,sa,arWa,B
2304,vajra,afkAH,B
2305,anala,wapwam,T
2306,vinIwa,AwmA,B
2307,wimira,AcCanneByaH,T
2308,vEwAna,niwyaH,B
2309,Saswra,pANO,B
2310,saM,nicayaM,T
2311,sa,nAvanaH,B
2312,puruRa,uwwamAH,T
2313,vAwa,vixraXI,T
2314,sa,sarpe,B
2315,eka,akRaraH,B
2316,sa,SarIreNa,B
2317,kaniRTa,BaginI,T
2318,cira,prAjFawayA,B
2319,kaPa,AwmakaH,B
2320,BURaNa,Axikam,B
2321,rAjan,saMSrayAH,B
2322,jala,grahaNam,T
2323,a,sWAnawaH,T
2324,jala,saMSrayAH,T
2325,mAna,apamAnam,D
2326,anya,anujAn,T
2327,kRuxra,ASayA,B
2328,awyucCriwa,sawwvaH,B
2329,sahasra,samiwA,B
2330,vakwu,kAmAnAM,B
2331,bahu,viXaH,B
2332,sa,avaroXanaH,B
2333,nirvANa,AxiRu,B
2334,waw,vyavasWA,T
2335,sarva,kAmeByaH,T
2336,kopa,miSriwena,T
2337,uxIrNa,sawwvena,B
2338,pra,supwO,T
2339,hIna,xehaH,B
2340,viMSawi,saMKyA,T
2341,xaXi,pUrNam,T
2342,sanna,musale,B
2343,su,pariNIwAn,T
2344,gawa,AyuRi,B
2345,pra,wanavaH,B
2346,niScaya,AwmikAH,B
2347,saw,kqwAH,T
2348,jFeyA,Awmane,T
2349,kqwa,aswrAH,B
2350,aneka,viXAni,T
2351,xuH,AsaxAm,T
2352,manxa,BAgyasya,B
2353,sva,sevakam,T
2354,Bavaw,viXe,B
2355,alpa,buxXInAM,B
2356,vAwa,sAraWiH,B
2357,an,AwuraH,T
2358,viGna,BUwAH,B
2359,Bukwa,BogaH,B
2360,nIwi,gupwe,T
2361,kutumba,XarmANaH,B
2362,a,svapnaH,T
2363,pUrva,karmaNA,T
2364,pAraMparya,Agawe,T
2365,vyavahAra,variRTaH,T
2366,vaFcayiwu,kAmaH,B
2367,ugra,viRasya,T
2368,aBi,anwarAn,T
2369,gawa,viBavaH,B
2370,ava,lambiwam,T
2371,apa,hqwam,T
2372,vi,saMjFam,B
2373,AkASa,praBavaH,B
2374,pra,hIyamANasya,T
2375,kroXa,mUrcCiwaH,T
2376,rAjan,mArgeNa,T
2377,pra,xAya,T
2378,na,vyaya,B
2379,kroXa,agnim,T
2380,a,prawimam,B
2381,a,xURikA,T
2382,yawa,vrawAw,B
2383,viviXa,jAwIyAH,T
2384,su,viSAle,T
2385,mahaw,AgAra,T
2386,bahU,mUlyAni,B
2387,AvaraNa,Avqwam,T
2388,apagawa,gOrave,B
2389,na,arWam,T
2390,BAsvara,xehAH,B
2391,kroXa,cApalyaM,D
2392,cariwa,brahmacaryasya,B
2393,yoga,AwmA,B
2394,a,sevyaM,T
2395,vikqwa,AnanaH,B
2396,ayana,muKAni,B
2397,vqxXa,vqkREH,T
2398,a,xURakaH,T
2399,xivya,SakweH,T
2400,bahu,svarNam,B
2401,prAk,muKAn,B
2402,lEMgaSipa,nAma,B
2403,kapi,vikqwiH,T
2404,ravi,raSmiBi,T
2405,malImasa,carxareNa,T
2406,karNa,nAsam,D
2407,nAtaka,AxInAm,B
2408,yoga,kRemAH,T
2409,cawuHRaRti,uwwaram,B
2410,nara,ISvaraH,T
2411,vigawa,kalmaRaH,B
2412,wvaw,ASrayam,T
2413,na,avekRya,T
2414,prApwa,prawiRTe,B
2415,gawa,jvaraH,B
2416,harRa,nirBara,T
2417,pra,sqwA,T
2418,SyAma,varNaM,T
2419,sahasra,muxrAwmakam,B
2420,sam,AyAwasya,T
2421,avi,xagXAn,T
2422,eka,mAwram,T
2423,mayUra,AxiBi,B
2424,SuxXa,SOcena,B
2425,inxriya,saMnyAsAw,T
2426,awi,mAwraM,A
2427,sa,vajram,B
2428,saMpaw,vipaw,D
2429,sa,viSeRANi,B
2430,a,meXyAsu,T
2431,bahu,mUlyA,B
2432,a,jFAwA,T
2433,anwar,manasi,T
2434,vana,gocarEH,T
2435,na,BayaM,T
2436,waw,SESave,T
2437,Awma,samBAviwAH,T
2438,Xana,vinASam,T
2439,aNda,jAn,T
2440,wanu,afgI,B
2441,na,sampUrNe,T
2442,awi,viswqwaH,T
2443,wIkRNa,wuNdaH,B
2444,xAruNa,AkAraH,B
2445,awiyoga,ayogAya,D
2446,UrXva,muKaM,B
2447,xawwa,xqRtiH,B
2448,vixiwa,pramANAH,B
2449,Apwa,xakRiNEH,B
2450,xik,mUDA,T
2451,prawi,vAkyam,A
2452,xalapawarAya,mahASayena,T
2453,nir,uxxeSyam,B
2454,ewaw,mohanIyam,T
2455,pra,yojanam,T
2456,rAjya,praSAsane,T
2457,xur,xqSyaM,T
2458,saMyawa,AwmanaH,B
2459,wvaw,prasAxAw,T
2460,xurga,wIrWA,B
2461,pAyasa,pUrNam,T
2462,ekAnwika,vacanAw,T
2463,anu,XAvamAnA,T
2464,kuru,kRewre,T
2465,Gqwa,arciH,B
2466,paFca,srowasi,T
2467,puNya,arWaM,B
2468,SAnwi,pUrNam,T
2469,niruxXa,SvAsa,B
2470,cawuH,uwwarA,B
2471,ugra,wapa,T
2472,Ahava,xarpam,B
2473,purA,XarmaH,T
2474,sva,miwram,T
2475,kaSyapa,nAmakasya,B
2476,BAviwa,AwmAnaH,B
2477,uRNa,peyam,T
2478,an,aBiRyanxi,T
2479,viBANdaka,muneH,T
2480,upa,grAhyam,T
2481,BAviwa,AwmanAm,B
2482,para,gqham,T
2483,saha,uxvegaH,B
2484,vAyu,BakREH,B
2485,xur,yogAw,T
2486,mahaw,nimiwwAni,T
2487,vi,nigrahaH,T
2488,viSva,iSvara,B
2489,priya,apriyaM,D
2490,saha,gaNAH,B
2491,anwarafga,saKIBi,T
2492,parivrAjaka,ASrame,T
2493,a,wapasaH,B
2494,su,ruciraM,T
2495,vyaya,BAra,T
2496,su,SuxXEH,T
2497,ORaXa,Alayam,T
2498,nimIliwa,akRaH,B
2499,na,paSyanwaH,T
2500,vi,Bajya,T
2501,mahaw,anuBAvAn,B
2502,SuBa,lakRaNEH,B
2503,parA,mqRtam,T
2504,mahaw,mahaxBiH,D
2505,bahu,SruwAn,B
2506,xravya,saMjFa,B
2507,mqxu,xaNdAH,B
2508,sa,SeRam,B
2509,aBi,saMhiwaH,T
2510,Bexa,mUlaH,B
2511,cawus,pAw,B
2512,SrIrAya,mahoxayena,T
2513,miSra,mahABAgAx,T
2514,kArya,kqrwQNAm,T
2515,maha,asure,T
2516,nir,XaneBya,B
2517,kqNa,varNAByAm,T
2518,vasiRTa,pramuKEH,B
2519,kRewrajFa,lakRaNAH,B
2520,an,AwurAH,T
2521,yukwa,kRamO,B
2522,alpa,AhArawayA,T
2523,jagaw,nivAsa,B
2524,pariNAma,Axi,B
2525,pUrNa,kumBAn,T
2526,sAhAyya,Axi,B
2527,pApa,AwmA,B
2528,waw,avasWam,B
2529,Arya,SIlaH,B
2530,sa,avahi,B
2531,su,vyakwaM,T
2532,jFAna,sAraWiH,B
2533,krUra,karmA,B
2534,vi,manAH,B
2535,xanwa,ulUKalikEH,B
2536,miwa,BojanAH,B
2537,mahA,bale,B
2538,an,Aryam,T
2539,su,SIlAH,B
2540,ugra,wapA,B
2541,wri,XAmA,B
2542,viRNu,prayukwayA,T
2543,para,akRa,A
2544,pqWak,ceRtA,B
2545,miwa,aSanaH,B
2546,arNava,walaM,T
2547,sparSa,anumeyAH,T
2548,sEnya,samuwsAham,T
2549,vacana,nirxeSAw,T
2550,samAna,vegAH,B
2551,xur,huwam,T
2552,kajjala,SyAmaH,T
2553,sahana,SIlA,B
2554,kASI,nagaryAm,T
2555,nYa,mUlyasya,T
2556,maw,ciwwaH,B
2557,xravya,yAcanam,T
2558,sa,vismayaH,B
2559,Arya,miSrAn,T
2560,jiwa,kroXena,B
2561,mArjana,rUpeNa,T
2562,apahqwa,cewasAm,B
2563,laKesara,nAmni,B
2564,waw,prAmAxikam,T
2565,xvi,rAwraM,T
2566,aXas,muKaH,B
2567,rAwri,CannaH,T
2568,AvaSyakawA,anusAram,T
2569,xur,sAhasam,T
2570,Sara,SreRTaM,T
2571,sawya,vAkyaH,B
2572,XanyavAxa,purasaram,T
2573,awi,sWOlyaM,T
2574,sa,kulaH,B
2575,sa,vAsAH,B
2576,mahaw,balAH,B
2577,UrXva,rewasaH,B
2578,SuxXa,AcAraH,B
2579,samagra,afgaM,B
2580,kqRi,arWam,T
2581,bala,abale,D
2582,pra,wAdiwaH,T
2583,vAk,krUraH,T
2584,saxAnanxaJA,mahoxayam,T
2585,AMgla,xeSe,T
2586,kalyANa,gocaraM,B
2587,raWya,aBimuKasya,T
2588,buxXi,yukwA,T
2589,a,vyAhawabale,T
2590,manxara,nAmni,B
2591,wapo,niwyaH,B
2592,swrI,rakRiBiH,T
2593,snigXa,maXuram,T
2594,a,xqRtiwaH,T
2595,su,xuRkaram,T
2596,aBi,AkASaM,A
2597,nAnA,BUwasya,B
2598,waw,piwA,T
2599,pari,janEH,T
2600,pAka,Axi,B
2601,sa,spqhA,B
2602,apewa,wqRNAnAM,B
2603,na,SamaH,T
2604,a,sAXuByaH,T
2605,sa,saMwApaH,B
2606,laGu,kAya,T
2607,Xarma,labXAni,T
2608,sAyam,kAlasya,T
2609,sOKya,pUrNam,T
2610,ganwu,kAmA,B
2611,pramuRiwa,CAyAH,B
2612,amiwa,vikrama,B
2613,a,sahAyaH,B
2614,Sawa,AyuRaH,B
2615,na,asUyaH,T
2616,moha,rajaH,D
2617,vi,mqRtaH,T
2618,guru,praXAnaH,B
2619,panIra,nAma,B
2620,hewu,sahasreRu,T
2621,Sawa,saMKyam,T
2622,Xqwi,gqhIwayA,T
2623,na,qNAn,B
2624,a,kRarasya,B
2625,buxXi,SreRTAH,T
2626,maXye,pravAham,A
2627,aFjana,sanniBaH,B
2628,vi,XUmaH,B
2629,aBi,muKam,T
2630,viRa,miSriwasya,T
2631,xagXa,xoRAH,B
2632,sa,lakRmaNaH,B
2633,upahawa,manasam,B
2634,svarNa,parvawaH,T
2635,a,nikewaH,B
2636,bAlA,Awapasya,T
2637,mAyA,AcAraH,B
2638,kqSa,wanuH,B
2639,xroha,buxXiH,B
2640,puRkara,mAlinyaH,B
2641,svargIya,sOnxaryam,T
2642,cinwA,Akula,T
2643,awisvinna,BeRajam,T
2644,Axara,BAvam,T
2645,awiWi,priyaH,B
2646,kula,puwraH,T
2647,sa,parigraham,B
2648,aMga,yaRteH,T
2649,xeva,Alayasya,T
2650,bahu,wiWe,T
2651,payas,rASO,T
2652,RodaSa,kale,B
2653,apa,Sabxena,T
2654,SiSira,AxIn,B
2655,awi,AryaM,T
2656,kqwA,aFjaliH,B
2657,mUlya,vyavasWA,T
2658,SuxZXa,AwmA,B
2659,prasUwi,yogyam,T
2660,parvan,gawaH,T
2661,koRTa,ASrayA,B
2662,hawa,praBA,B
2663,vi,liKiwum,T
2664,vasanwa,qwu,T
2665,garuda,XvajaH,B
2666,ab,BakREH,B
2667,gala,haswam,T
2668,go,careByaH,T
2669,Bqwa,amAwyAH,B
2670,inxriya,guNAn,T
2671,kqSa,akqSe,D
2672,sa,jIvakaM,B
2673,japa,yajFaH,T
2674,cAnxra,ayaNaM,B
2675,sarva,sasyA,B
2676,praWama,aBiRikwaM,B
2677,suKa,saMjFakam,B
2678,kArA,AvAsa,T
2679,pra,kRipan,T
2680,gAnXArIn,sahiwaH,T
2681,nir,vaswrA,B
2682,AhAra,virahAw,D
2683,vIra,samuxyawam,T
2684,pUrNa,uxaram,B
2685,an,upasevanam,T
2686,vi,krAnwaH,T
2687,sarva,AwmanAM,T
2688,yogya,pAwram,T
2689,sa,xrumAw,B
2690,xUwa,samuxAcAram,T
2691,vipraciwwi,praXAnAn,B
2692,sanXyA,Axikam,B
2693,yogyawA,mAwreNa,T
2694,na,BinnO,T
2695,preRaNa,kriyAH,B
2696,awi,xugXaM,B
2697,yaWA,arWaM,A
2698,a,kurvan,T
2699,alpa,AhArANi,B
2700,rAma,AxIn,B
2701,eka,haswasya,T
2702,sarva,ASramI,B
2703,a,SarIraH,B
2704,pra,cCannaM,T
2705,xama,anviwAH,T
2706,suKa,xuHKe,D
2707,miWya,upacariwaH,T
2708,na,sahAyakawAm,B
2709,ugra,wapasaM,B
2710,kqwa,yawna,B
2711,niH,puruRAn,B
2712,awi,lubXawA,T
2713,vigawa,jvaraH,B
2714,prayoga,rawiH,B
2715,sasya,Axi,B
2716,pari,wrANAya,T
2717,praXAna,mahoxayasya,T
2718,prawyakRa,xarSanam,T
2719,a,vipakvawA,T
2720,xEva,param,B
2721,vyAma,xIrGayA,B
2722,saM,jAwaH,T
2723,mAGa,kave,T
2724,sa,Sokam,B
2725,anwaH,sarpa,B
2726,xugXa,XavalAyAm,T
2727,mahaw,xaMRtra,B
2728,Xana,loBena,T
2729,sam,uxvahan,T
2730,warRaH,CexaH,T
2731,kRINa,Sukrasya,B
2732,Svewa,parvawam,T
2733,ni,rmaNdUkam,A
2734,labXa,avakASA,B
2735,ninxA,SabxAH,T
2736,Sawa,saMKyeRu,B
2737,jFAwi,lokeRu,T
2738,svarga,parA,B
2739,Asanna,prasavA,B
2740,kqwa,ciwwasya,B
2741,afgulIyaka,haswaH,B
2742,na,aSanaM,T
2743,jala,vAsaH,T
2744,bahir,BAge,A
2745,naRta,saMSayaH,B
2746,komawarahap,nAma,B
2747,sva,suKeRu,T
2748,sOnxarya,vilasiwam,T
2749,an,avasecanAw,T
2750,bahuw,Calam,B
2751,su,SIlaH,B
2752,sa,ucCvAsam,B
2753,awi,cCexyaH,T
2754,upahAra,Axi,B
2755,sa,anunAxaM,B
2756,yaWA,arham,A
2757,wAmra,AsyaH,B
2758,inxriya,saMyukwaM,T
2759,sa,avaSeRANi,B
2760,xur,AwmanAm,B
2761,Xarma,uwware,B
2762,xvIpi,newrAH,B
2763,uxXUwa,roRam,B
2764,nava,yuvawIm,T
2765,priya,saMvAse,B
2766,jaya,uxGoREH,T
2767,xravya,arWam,B
2768,a,mAnI,B
2769,vikqwa,buxXiH,B
2770,canxana,AxyEH,B
2771,ugra,karmANam,B
2772,anu,rUpaH,B
2773,agaswya,AxInAm,B
2774,sPota,janiwAM,T
2775,nir,vraNAn,B
2776,jaraWarahap,nAma,B
2777,xqDa,inxriyaH,B
2778,pariXAna,valkalam,B
2779,Saswra,pANinam,B
2780,vi,nikRipwAH,T
2781,xeva,samAH,T
2782,sa,parivArAH,B
2783,sa,BAgyAH,B
2784,xqDZa,parikara,B
2785,na,prasannA,T
2786,mUla,BqwyAn,T
2787,a,mawsaraH,T
2788,xEwya,inxrAH,T
2789,wriviXa,vikalpaH,T
2790,a,xuRtAH,T
2791,upa,nyAsaH,A
2792,gawa,wanxrIH,B
2793,upajAwa,kOwUhala,B
2794,pEla,AxyAH,B
2795,yukwa,vAcaH,B
2796,niSciwa,niScayAH,B
2797,karuNa,xqRtim,T
2798,wIkRNa,parAkramaH,B
2799,sa,parijana,B
2800,anu,rakwaM,T
2801,maha,AwmAnam,T
2802,sama,xarSinaH,B
2803,lamba,sataH,B
2804,viRaNNa,muKaH,T
2805,XUmra,varNam,B
2806,pAScAwya,saMskqwO,T
2807,yawa,AwmanA,B
2808,nakula,akRAH,B
2809,uxAra,hqxaya,T
2810,xevawA,samAnAH,T
2811,hIna,prajFAH,B
2812,suKa,xuHKaM,D
2813,sUryA,Awmane,T
2814,mokRa,parAyaNaH,B
2815,sa,xravyaH,B
2816,AxAna,praxAne,D
2817,sunxa,nAmakAya,B
2818,karma,garBEH,B
2819,viruxXa,vIrya,B
2820,sam,ASvAsya,T
2821,na,niwyaH,T
2822,mahaw,vqkRaH,T
2823,yaWA,suKaM,A
2824,paFcaSawa,rUpyakANi,T
2825,kalpAnwa,sWAyinaH,T
2826,mqwa,kumArasya,T
2827,upacAra,arWaM,T
