,word1,word2,label
1892,praBava,apyayaH,D
1893,vAyuH,pAvakO,D
1894,ahaH,kRape,D
1895,galaSAlUka,SuNdike,D
1896,canxran,AxiwyOn,D
1897,Xarma,mImAMsA,D
1898,wApasa,ASramiNAM,D
1899,mAwq,mAwulO,D
1900,kargaxa,leKanIH,D
1901,lAlana,pAlanAByAm,D
1902,kampillaka,AragvaXayoH,D
1903,guNa,xoRAH,D
1904,kula,anvayaH,D
1905,praWama,maXyamO,D
1906,snigXa,sWavirO,D
1907,brAmhaNa,kRawriyANAM,D
1908,jaya,vijayO,D
1909,go,mahiRIBiH,D
1910,xiv,pqWivyoH,D
1911,cawur,xaSa,D
1912,loka,vexayoH,D
1913,yamala,arjunO,D
1914,hari,harO,D
1915,sixXi,asixXyoH,D
1916,kamala,uwpale,D
1917,sneha,virecanEH,D
1918,sAMvawsarika,purohiwO,D
1919,aha,rAwra,D
1920,piwA,puwrO,D
1921,acyuwa,yuXiRTirO,D
1922,rAga,roRO,D
1923,xAna,xakRiNAm,D
1924,puwra,pOwrANAM,D
1925,ninxA,praSaMsAByAM,D
1926,saw,asaw,D
1927,soma,ISayoH,D
1928,piwq,pEwAmahe,D
1929,Xarma,aXarmasya,D
1930,yoga,kRemAn,D
1931,yoga,nyAyEH,D
1932,uwwama,aXamayoH,D
1933,walavara,AnXrakAH,D
1934,Axi,maXyaM,D
1935,SruwakIrwi,SawruGnayoH,D
1936,priya,xveRye,D
1937,vAxi,prawivAxinoH,D
1938,vAwa,varRe,D
1939,sura,qRiBiH,D
1940,maSaka,uxumbarO,D
1941,kAka,ulUkaM,D
1942,kRINa,vqxXAnAM,D
1943,swrI,puruRayoH,D
1944,Suka,sArikANAm,D
1945,vyAsa,samAsinyA,D
1946,sinXu,sOvIrAH,D
1947,BerI,mqxafgapaNavAn,D
1948,muxgaparNI,mARaparNyO,D
1949,xxeSa,kAlasya,D
1950,SaSi,sUryayoH,D
1951,ASrama,AraNyaM,D
1952,yoga,kRemaM,D
1953,kAmali,uxariNAM,D
1954,janavAxa,mqRAvAxaH,D
1955,go,brAhmaNe,D
1956,varma,kuNdale,D
1957,rUpa,ganXAnAm,D
1958,xuRyanwa,SakunwalayoH,D
1959,mUla,PalEH,D
1960,xeva,manuRyeRu,D
1961,pawi,pawnyoH,D
1962,anupamA,rAmaSAswriNoH,D
1963,wila,waNdulAH,D
1964,aSmakan,sumanwunA,D
1965,vinASa,praBava,D
1966,lakRaNa,uxxeSaH,D
1967,vana,xurgANi,D
1968,prANa,janmanI,D
1969,anala,uxake,D
1970,maXu,mAMsEH,D
1971,xrupaxan,xrOpaxeyAnAMn,D
1972,lakRmaNa,sIwAByAm,D
1973,pANi,pAxaM,D
1974,rAsnA,guruNI,D
1975,kuberan,xroNayoHn,D
1976,guru,SiRyayo,D
1977,rasa,pAkayoH,D
1978,Axiwya,canxrO,D
1979,praBava,pralayO,D
1980,sawya,manyuByAM,D
1981,mAnuRa,cAraNAH,D
1982,Kadga,aSvayoH,D
1983,miWyA,sawyayo,D
1984,nata,natIByAM,D
1985,xEva,lOkike,D
1986,svAmi,sacivAnAm,D
1987,yuXiRTira,XanaMjayO,D
1988,SawruGna,BarawO,D
1989,xeva3,asurEH,D
1990,Bava,apyayO,D
1991,priya,apriye,D
1992,hiwa,ahiwO,D
1993,rAjasUya,aSvameXAxIn,D
1994,cakiwa,cakiwO,D
